geo,urban_built_area_2000,urban_population_2000,urban_built_area_2005,urban_population_2005,urban_builtuparea_growthrate_2000-2005,urban_population_growthrate_2000-2005,rateratio_2000-2005,urban_built_area_2010,urban_population_2010,urban_builtuparea_growthrate_2005-2010,urban_population_growthrate_2005-2010,rateratio_2005-2010,urban_built_area_2015,urban_population_2015,urban_builtuparea_growthrate_2010-2015,urban_population_growthrate_2010-2015,rateratio_2010-2015,urban_built_area_2020,urban_population_2020,urban_builtuparea_growthrate_2015-2020,urban_population_growthrate_2015-2020,rateratio_2015-2020
HND,59437969.90588236,1568878.1288367843,63162205.87843137,1785467.5232649504,0.06265752310259237,0.13805367698557458,0.45386348607824145,67058912.34509808,2002940.0858322864,0.061693641196868855,0.12180146641349167,0.5065098394417622,71331592.46274506,2219609.474957827,0.06371532087575388,0.10817567168291381,0.5889986157194125,87449090.42352934,3075081.5158161563,0.2259517473860142,0.38541556544517064,0.5862548574680183
HRV,44138330.19215683,1081740.425165851,47778679.38823522,1096607.170245843,0.0824759156096318,0.013743357217802744,6.001147631002046,51546940.858823486,1114084.9041809489,0.07886910058707366,0.01593800807556967,4.948491694389775,54282536.650980465,1111671.130238816,0.053069993031191046,-0.002166597835653738,-24.49462108651003,58115880.043137245,1101452.6514251158,0.07061835405379017,-0.009191998007094913,-7.682590226769291
HTI,57260294.91372546,2393646.5366472374,62091872.388235204,2757628.569809414,0.08437919297812772,0.15206172991272282,0.5549009144283569,68963417.45490189,2630855.7660807655,0.11066738370686764,-0.04597167476307733,-2.4072950197531506,77302105.39215688,2696580.370278243,0.12091465656712877,0.024982214929778767,4.840029473247332,92983779.32549042,2823705.3996799495,0.20286218407350912,0.047143052290553204,4.3031194251747635
HUN,170094093.98431355,2899795.4778167577,180066812.2078434,2886577.6804530695,0.05863059668873366,-0.004558182625224264,-12.862713390262423,195995977.27058813,2935475.475953923,0.08846252603371678,0.01693971232160941,5.222197659216927,218623471.56078464,3060091.3274460817,0.11544876892527973,0.04245167521001448,2.719533878324901,225424690.74117678,3073082.6295648166,0.03110928177947801,0.004245396861922196,7.327767648415466
IDN,2248122897.0313644,70454543.89861701,2459413444.5215664,80018449.90386693,0.09398531893839528,0.13574576565298938,0.6923628039982663,2689811023.125488,89601125.9074091,0.0936798890471793,0.11975583149954373,0.78225743059148,2897179139.5843096,98165529.2646878,0.07709393510398571,0.09558365780056025,0.8065597914744569,2946098886.364704,103890588.6474632,0.016885302711179127,0.05832046570378773,0.2895261981778462
IND,4175001874.588233,240557410.5087818,4806221658.156861,272432492.52914965,0.15119029943690349,0.13250509287139267,1.1410150067488076,5536852066.239214,300816907.58391845,0.15201762632864965,0.10418880211849815,1.4590591621905187,6245537886.92157,325753197.18863994,0.1279943571191916,0.08289523951629961,1.5440495481531746,6655514680.321565,343745025.62799925,0.06564315209079177,0.055231471539296806,1.1885099248910493
IRL,67103818.29803915,1044883.9965942918,71218907.69019623,1133317.9597385349,0.061324221132694104,0.08463519723958439,0.7245711374559473,78214833.50980401,1256707.0633139012,0.09823129905390021,0.1088742153206794,0.9022457591503056,82027899.0352942,1304678.477138421,0.048751181257865074,0.03817231177011178,1.2771346297144193,84804705.1372549,1378434.7671145138,0.03385197151966443,0.056532158128234006,0.5988091139714982
IRN,924302300.7098038,25472785.72858359,1051639668.70196,28614559.677763887,0.1377659320920973,0.12333845157951617,1.116974717355518,1166426125.705883,31278252.234587926,0.1091499877953483,0.09308871381634333,1.172537285354405,1278754227.6941173,34058087.04311804,0.09630108543758567,0.0888743650917979,1.0835642576812419,1345057354.2196069,36676972.23870027,0.051849780895777825,0.07689466505463699,0.6742962058412806
IRQ,340742600.43137217,10519356.241429182,399521166.423529,12672863.970902981,0.1725013717619827,0.20471858543895263,0.8426268254643781,462511476.6078421,14283503.667939778,0.1576645131175292,0.12709358363940793,1.240538732190113,528721425.3450985,17693848.66778527,0.14315309367640844,0.23876109665587328,0.5995662429157594,578006809.6745105,20153511.16709339,0.09321616633417726,0.13901229435664633,0.6705605915331797
ISL,8756573.756862765,133665.57558982144,9482773.172549028,144867.515813136,0.08293191330880077,0.08380572315560049,0.9895733869490353,11139207.29803921,172297.56620304988,0.17467823972477467,0.18934576351330396,0.9225357699249569,11778868.3372549,177607.31921163714,0.05742428721371299,0.030817341913755177,1.8633757374149755,11809345.078431387,198165.73570142413,0.0025874082555191126,0.11575207925575158,0.022353017519471878
ISR,126349910.05490194,3374836.8078627796,150964068.85882348,4015759.7752110637,0.19480946835044138,0.18991228430810214,1.025786557516176,162837289.8784313,4357714.443686577,0.07864931774402059,0.0851531684206733,0.9236217418884237,175499317.09019616,4838333.661689647,0.07775876902162832,0.11029158156505355,0.705029050433588,182703835.65098056,5342833.075977988,0.041051547551502476,0.10427131520155627,0.3936993359309788
ITA,1116597329.2745116,20061994.832113024,1216313945.3568625,20886373.92307827,0.08930400733372701,0.04109158126417568,2.173292060960032,1321139867.8666677,21863805.19629298,0.0861832776890917,0.04679755695337361,1.8416191634738486,1397854338.3176463,22584216.01117819,0.05806688021220226,0.03294992835955912,1.7622763721535206,1472835732.3176477,23294737.19520512,0.05364034860044393,0.03146096298739129,1.7049811419294936
JAM,39872486.50980391,858053.5028754146,41479038.04705875,886532.2461966834,0.04029223351445159,0.03318993888590162,1.2139893855474038,42564507.4235294,897894.6228722034,0.026169106796526048,0.0128166535670482,2.041804957871936,44079888.67843138,904544.3165744565,0.035601992049936936,0.007405873175832137,4.807264613458173,46981997.27058824,915454.1926890713,0.06583747552831022,0.012061184747620643,5.458624248442777
JOR,95223144.23529446,2801189.650652262,109722129.09411734,3254088.6935898,0.15226324414363154,0.16168096395475393,0.941751214362144,123861566.1372549,4057571.291180668,0.12886586470637146,0.24691478114092005,0.5219042137166535,137106180.3529413,5423524.869113006,0.10693078271761587,0.33664314929014444,0.3176383744718799,147999269.73725513,6910260.297319548,0.07945002447207432,0.27412715237529495,0.289829094942419
JPN,5346538183.95293,88541282.65740784,5778913179.035283,91171753.03247249,0.08087008456800711,0.029708970732248333,2.7220762811626016,6219060028.92941,93242859.48087937,0.07616429530225334,0.02271653642185878,3.3528128535019515,6845355326.933317,95633165.2924501,0.10070578111331108,0.025635269283659157,3.9284073827734107,7181856603.513706,95461212.72781935,0.04915760548709745,-0.0017980432217725819,-27.33950157140046
KAZ,575836984.5137267,8651126.27130556,667273890.9450988,9572124.396981416,0.1587895687328718,0.10645991016576242,1.491543328240931,758254009.1960782,10617754.347856693,0.13634598848475699,0.10923697890982462,1.2481669654862106,925326138.5372562,13004371.477616979,0.22033794390129574,0.22477607331742894,0.9802553298906256,993723475.6235313,14463867.109724827,0.0739170052997711,0.11223115508657382,0.6586139583322687
KEN,155866253.72549012,4133767.764644255,175742083.45882353,5148795.099608652,0.12751849267089266,0.24554532154559702,0.5193277227528559,207047416.6078432,6423779.699988284,0.17813225229206137,0.24762776061462233,0.7193549376286801,233944995.45490244,7774898.51482291,0.12991023644600422,0.21033081424586986,0.617647190269246,276835430.0352933,9454161.004690768,0.18333555072204494,0.2159851330105892,0.8488341218979015
KGZ,80206031.18823522,1379337.1502402942,90834851.74509802,1486460.2348180288,0.1325189689528218,0.07766272702730632,1.7063393731490777,101968789.34117645,1593719.5594382952,0.12257341077984726,0.07215754724403849,1.69869148081352,119378503.99607855,1785960.2146513162,0.17073571989416383,0.12062389149617765,1.4154386645664978,124796872.74509805,1955846.1813220142,0.04538814416033803,0.09512304097091316,0.4771519465427611
KHM,29970042.94509805,1182255.557558826,46861011.30196069,1608485.194851867,0.5635950668407486,0.3605224222190496,1.5632732726352152,70858360.87843163,2076607.9258417017,0.5120962802496514,0.29103328553356467,1.7595797652863032,93376115.87450972,2500897.692729556,0.3177854344487413,0.20431866873275029,1.5553421350077707,102837352.75686221,2822706.4406721704,0.10132394985316863,0.12867729410849368,0.7874267993834079
KOR,733157017.8823521,32635866.174205877,850170230.4039212,34562085.21289563,0.15960184471745173,0.05902153870860531,2.70412883516,976511737.2431303,35992539.23162828,0.14860730512662557,0.04138795474640288,3.590593109449105,1141390439.1019511,38184754.899426185,0.1688445674235348,0.06090750234902874,2.7721472874716766,1222969109.490193,39318363.901224464,0.07147306267295184,0.029687476187396315,2.4075156211256314
KWT,113923255.47450952,1573540.7947793433,114446880.92941141,1846041.6490997188,0.004596299962820592,0.17317686025330414,0.026541074576000676,114962335.22352919,2413005.2418887583,0.004503873674248061,0.30712394439504515,0.014664677751256188,118036233.32548961,3184060.9020837117,0.02673830603722192,0.31954164326282875,0.08367706244543902,139901297.39999995,3870206.9824441457,0.18524027291023895,0.21549401894649897,0.8596074908057139
LAO,21333578.898039203,322466.2663771274,25794595.458823495,386166.79459502525,0.20910774427980808,0.19754168066497688,1.0585499909482232,31619581.47843132,393746.55649003823,0.22582195673145508,0.019628207295663294,11.50497105160229,37423899.07843136,376008.9412986357,0.18356718617415416,-0.04504830556366101,-4.074896577735696,40007095.20000004,345491.96697669534,0.069025306961066,-0.08116023575541251,-0.8504818439547566
LBN,47028071.23529428,2055227.581528412,51907015.64705881,2270984.144661029,0.1037453649194719,0.10497940231619758,0.9882449569201321,57471512.45882335,2424599.65530517,0.10720124712235976,0.06764270503837888,1.5848160871380925,64867417.364705674,2847580.5027280957,0.12868818984329444,0.1744538924178341,0.7376630470077084,68592188.93333302,2634569.8797664074,0.057421302095094606,-0.07480407411050036,-0.7676226566252532
LBR,48343958.14117658,893006.5127685571,52370372.30980384,1295859.4336131902,0.0832868123224233,0.451119801574215,0.18462238197434025,57820500.8862745,1212921.118169283,0.10406892936009131,-0.06400255559559709,-1.6260120926679136,63523873.84705882,1466916.4144839186,0.09863928664336752,0.20940792645939102,0.47103893492062215,66683595.99215679,1741394.5291313299,0.049740703041904734,0.1871123071071343,0.2658334120877728
LBY,209276860.96470717,2377041.216675046,246664297.1764704,2806410.204278834,0.17865059729689045,0.18063169649383715,0.9890323833778847,277552542.3764723,3129841.2361240243,0.12522381858086093,0.11524724053243046,1.0865667412281603,311023181.7764734,3120495.835953367,0.1205920836228606,-0.0029859023080131063,-40.38714974004142,380887600.9294149,3509241.6736641256,0.22462769094540286,0.12457822671376516,1.8031055415607615
LKA,134866826.6509804,3080989.8079557484,150213235.82745168,3383725.020281504,0.11378935471052475,0.0982590762046765,1.1580543915708938,162877987.29411793,3609068.6843754626,0.08431182110485999,0.06659632882201863,1.2660130460071866,176481795.0431376,3824720.825459056,0.08352146275269551,0.05975285037306276,1.3977820678216197,198657589.5882342,4253787.36094242,0.12565485601320026,0.11218244548132883,1.1200937497312244
LSO,23596255.90196082,246962.70193006675,26563788.090196047,260255.80816987858,0.12576284138318014,0.053826371901195394,2.336453989766068,29603078.38039216,275179.6172057822,0.11441479204232285,0.05734284718119454,1.9952757434731099,32162641.262745082,290454.8701917001,0.08646272693208384,0.05551011786783216,1.5576030146062538,33341162.764705848,302899.2063789067,0.036642559680752376,0.04284430203905103,0.855249308235994
LTU,55141476.95686271,1161665.3219507642,60616502.67450977,1106370.2496649337,0.09929051631914365,-0.0475998303822778,-2.0859426498316083,67142334.61568621,1069543.141447127,0.10765767824346381,-0.033286423083917625,-3.234281976529907,73575416.27843134,1059222.2492063,0.09581260019579654,-0.00964981386993207,-9.928958370310102,79022854.94901964,1043818.9579185783,0.07403884267502565,-0.014542076791970381,-5.091352750654382
LVA,25376583.01176466,680581.8232018696,26445384.992156934,641539.4334746258,0.042117647592537326,-0.05736619521156872,-0.7341893154532182,28137035.80784305,608607.5138113609,0.06396771369325199,-0.05133265072250217,-1.246140863425374,29399753.84705883,585191.3040920896,0.044877436551571684,-0.03847505853588456,-1.166403333986245,30775434.650980428,569421.2179949599,0.04679225584942178,-0.02694859952096631,-1.7363520435641522
MAC,18870046.929411765,989903.2473744958,29266456.937254917,1337371.1591636182,0.5509477558128807,0.35101199305154906,1.56959809556128,35090561.30588239,1513624.149405398,0.19900271430579766,0.1317906319678727,1.5099913501766167,40457678.14509809,1704220.5050596667,0.15295044135745955,0.1259205303569855,1.2146584907468552,46073919.05882358,1964272.797646673,0.13881767741547865,0.1525931015469747,0.9097244633483291
MAR,161856085.054902,9096695.914630845,176218208.51372546,10116712.480863063,0.0887339110787945,0.11213044558207715,0.7913453890080471,197097215.17254892,11471717.285525749,0.1184838209111473,0.13393726541362472,0.8846217708361139,212983580.44313717,12497337.311634568,0.08060167291902383,0.08940422785722581,0.9015420730185241,262243491.47451016,13901614.85196971,0.23128501703690962,0.11236613890767032,2.0583159596411273
MDA,37591094.89803926,926061.4756238644,40963633.21568622,884518.9642112842,0.08971641626280134,-0.044859345201239596,-1.9999493051076058,42880845.250980385,804802.9149124831,0.04680278297580326,-0.09012361806157886,-0.5193176215342827,44993057.913725495,715029.8487794276,0.049257719860287014,-0.11154664635231559,-0.441588532430715,45994188.956862785,630957.2480924802,0.022250789111888446,-0.11757914838165318,-0.1892409446585209
MDG,72314918.27058817,1230355.1940594006,77605400.66274497,1443756.6744052337,0.0731589348184126,0.17344705120619847,0.4217940536298845,83242625.66274497,1901512.5396982676,0.0726395966241843,0.31705887384493636,0.2291044427909943,88301105.88235268,2465234.1567796855,0.060767908019888676,0.296459584311166,0.20497872639565692,89366459.4431369,3184517.214524959,0.01206500813482038,0.2917706846496347,0.04135099504361905
MEX,2692287114.5490136,52105379.21717014,2968847759.631369,59060807.64750903,0.10272331044777233,0.13348772304965562,0.7695337676076822,3313915539.717647,64586811.72892124,0.11622953011545589,0.09356465482817145,1.2422375770947671,3732340071.4117646,69848721.23359394,0.12626288349212672,0.08147033990093175,1.5498018499206323,4029128538.6666636,70483384.5592018,0.07951806683645476,0.00908625547324441,8.751467210074098
MKD,19556962.588235304,412761.3021645522,22419799.81960784,465219.19854331017,0.14638455324829966,0.12709015138692675,1.151816656529356,24219598.60784314,482026.8707779915,0.080277201523505,0.03612850090303525,2.221990935603993,25702887.419607833,498669.02886783803,0.0612433275952127,0.03452537420369553,1.7738642667240758,27412841.48235301,514008.85868656146,0.06652770308758044,0.030761545094449685,2.1626905567751877
MLI,116564992.35294105,1792025.679686272,127237311.45882407,2332237.4131119694,0.0915568121307713,0.301453120649628,0.3037182429343157,155336221.64313713,3232500.327171603,0.2208386035679974,0.386008263566267,0.5721084868176287,171537275.62745133,3911701.74094761,0.104296691479556,0.2101164253772247,0.4963757178540936,187200940.81176487,4798774.559501637,0.09131347765095821,0.22677414519316946,0.402662647336521
MLT,16669430.101960778,282037.54461027554,16975612.18823527,285223.7941737345,0.01836787966965218,0.011297253235776725,1.6258712880298931,17760142.18823528,296265.6804918087,0.04621512268899002,0.03871306161556912,1.1937863026158544,18337978.788235288,318782.7826319345,0.032535584111639655,0.07600307299430312,0.42808248179752406,19240667.98823532,361501.39258341736,0.0492251196505447,0.13400538635992024,0.36733687344725624
MMR,148673128.2666664,6569492.261888808,160460395.54509798,7433359.280605951,0.07928310526492335,0.1314967708735487,0.6029281535830595,175851556.99607825,8312931.402071794,0.09591875552029619,0.11832767504736316,0.8106197935681798,188970308.20392147,9134197.036884043,0.07460127980632995,0.09879374616366611,0.755121479883374,195114581.09803927,9579294.447444549,0.032514488400407326,0.04872868504622733,0.6672556086740671
MNE,5157130.282352942,124921.26088194021,5719164.050980391,132355.34420279102,0.10898188291861824,0.059510152782372,1.8313157977793106,6268081.243137258,143115.6832341631,0.09597857086522471,0.08129886326981549,1.1805647336874816,6857763.921568631,153825.39694658646,0.09407706370701556,0.07483256530942416,1.2571674286190455,7444716.949019601,164021.33203841074,0.08558956449418151,0.06628252092445212,1.2912840866709834
MNG,42023787.04705873,656779.8593125219,48719034.88235292,831091.7195596118,0.15932043030288465,0.2654037845033025,0.600294493166514,54848441.9607842,1027799.386022276,0.12581134033612562,0.23668586972193387,0.5315540825649322,60092037.88627451,1240229.3231888504,0.09560154742844662,0.20668424213474895,0.46254879637180396,61643994.01176481,1495414.0678489662,0.02582631876168705,0.20575609678699613,0.1255190935529026
MOZ,181537079.17647058,3194730.984826111,213278014.69803935,3715844.044276604,0.17484546774443635,0.16311641322089515,1.0719060350331362,257146713.090196,4607335.212064395,0.20568785983058918,0.23991619593425245,0.8573321156148902,295171813.0666663,5682052.159999439,0.14787317138731118,0.23326215664119188,0.6339355406662573,319400424.5254898,6683207.651152574,0.08208307970568764,0.176196110658941,0.46586204087429645
MRT,24986539.243137278,529373.509956936,31068556.725490194,698088.7963978369,0.24341175955463235,0.3187074594167466,0.7637466659867019,39129776.61176465,888586.2758699834,0.2594655412383745,0.2728843099260728,0.9508261625912695,47926280.8196078,1099187.479795496,0.22480333315264628,0.23700704100940612,0.9485090915240973,53175135.57254903,1326579.761005742,0.10951934227272221,0.2068730634127605,0.5294035891671663
MUS,23016741.505882364,506099.0595282134,24899675.423529427,521984.05388349795,0.08180714534096167,0.03138712482511344,2.60639181819885,27019139.67450982,533983.4334549173,0.08512015578233456,0.022988019427308937,3.702805109048015,30215881.72549022,560684.3291593967,0.118313983697869,0.05000322862400881,2.366126887275857,30896243.780392203,564883.8611469632,0.02251670366872094,0.007490011347138289,3.006230915434314
MWI,64219481.80392151,999125.1131089953,70111165.59215684,1195024.0039775784,0.0917429356752542,0.1960704303177818,0.46790806510987676,76335988.80784325,1417446.1998084127,0.08878504818899724,0.1861236218607434,0.47702192393088977,84313403.77647059,1686826.9037848052,0.10450398420473048,0.1900465104162705,0.549886361900721,93033341.50196084,2057145.6239361991,0.10342291183746205,0.21953569706559342,0.4710983827225196
MYS,585569842.6509807,10391868.824866882,636242180.1843145,12248710.571516575,0.08653508743539615,0.17868217718514934,0.4842961329362415,710397756.3529422,14515171.217770942,0.11655243628636101,0.18503667247431288,0.6298883066141444,779567548.560783,16500177.351572974,0.09736769519507833,0.13675389039653812,0.7119921408652163,836215141.5294111,18586438.112119447,0.0726654067029975,0.12643868705735997,0.5747086464922894
NAM,21632719.45882354,222596.64100758792,23095533.83529412,263237.5086824568,0.06762045702367434,0.18257628457872146,0.3703682391155156,24716174.603921607,306868.9694250274,0.07017117595917428,0.16574940615777964,0.42335702785189566,26319519.427450992,355928.4749988279,0.06487026609995664,0.15987118432248815,0.4057658443882042,27977533.098039247,378374.03783475293,0.0629955905980169,0.06306200378039138,0.9989468589896737
NCL,5411731.454901962,76089.03693515013,8037655.576470581,107912.79459902512,0.48522809076012996,0.41824366486591275,1.1601564626584175,9271535.38431372,120727.999651714,0.15351240123490686,0.11875519580701,1.2926794502901673,10288914.647058822,131419.8861331993,0.10973147602568412,0.08856177947394249,1.2390387442245374,10366918.105882354,144394.3209544546,0.007581310711507345,0.098725049937307,0.07679216892087344
NER,44190057.5647059,1422456.8323673108,57054383.388235316,1919712.490358731,0.2911135792184169,0.3495752185068893,0.8327637767397398,66843288.199999884,2368895.233194883,0.1715714767286934,0.23398438312614953,0.7332603759123231,76770500.19215688,2806602.5511346874,0.1485147164282833,0.18477276318779073,0.8037695267745865,89596797.72156844,3214679.596513557,0.16707325727079123,0.1453989433644201,1.1490678914498558
NGA,1507109396.9058824,33556542.93705689,1834813467.678433,41093743.226676315,0.2174388079892089,0.22461194240888274,0.9680643231043525,2259343584.0196085,48962964.476819925,0.23137508189229083,0.19149438898122198,1.2082603731798094,2714364848.3450947,57281680.31455147,0.2013953378069022,0.16989812456453282,1.185388822408135,2894223280.823524,65332936.1021114,0.06626170118143335,0.1405555099527106,0.47142727598318174
NIC,49803039.77647056,1357992.5956028008,57028192.40392155,1533211.3007716378,0.1450745307892736,0.12902773235744996,1.124367049925117,62660828.98823526,1676227.3371644546,0.09876933402375167,0.09327875180729453,1.0588620892762393,68133173.79999967,1759297.1135319278,0.08733278668866414,0.049557583584095434,1.762248688749464,71652185.01960762,1871306.2836149174,0.05164901359120256,0.0636670004295763,0.8112367983840051
NLD,470319530.5450975,6897118.042231364,553847658.2666667,7688846.342300391,0.177598679826799,0.11479117730351121,1.5471457301742182,597552821.5098062,8026082.198810048,0.07891188595058812,0.04386039745057014,1.7991603026288205,648820658.2431352,8442073.12610556,0.08579632609514459,0.05182988623729603,1.6553446731937222,677471466.356861,8846308.414710606,0.04415828588335322,0.047883414721322674,0.9222041940899708
NOR,44946577.88627453,908829.3710739594,50158770.968627416,1008375.1244244748,0.1159641807556732,0.10953184009984475,1.0587257609291052,55598991.89803919,1140479.0108983896,0.10846001256319553,0.13100668915182978,0.8278967529474479,63730561.51764702,1304019.2865100296,0.14625390392904955,0.14339612921312278,1.0199292319228463,69119488.24705887,1407594.06786136,0.08455796718376084,0.0794273385545773,1.064595247965637
NPL,63526723.6705884,1739671.9596633138,76728863.60392159,2415447.439212077,0.20782025532737372,0.3884499464367689,0.5349988003182857,92965048.0588234,3195532.050229891,0.21160465165643333,0.3229565662883061,0.6552108665520429,108896068.5607844,3948278.625461032,0.17136569963241108,0.23556220479058793,0.7274753595754174,114347374.31764711,4412764.57402129,0.05005971132759366,0.11764264699176868,0.4255235036584673
NZL,285197442.933333,1705482.168728525,296309094.45097965,1896691.0337911176,0.0389612592713326,0.11211425634848063,0.3475138714761729,305233340.77647066,2010621.213717823,0.030118030437190673,0.060067864452852386,0.501400053281909,315167971.21176434,2158177.374320163,0.03254765816218298,0.07338834365996524,0.44349901549744825,347976578.1843138,2519124.523469956,0.10409879800414436,0.16724628542799613,0.6224281617839673
OMN,47672110.57647066,509139.21369532245,49391213.96470594,567398.2450982785,0.03606098759730117,0.11442652586139092,0.31514535048440756,52250647.717647105,1215705.7312238864,0.057893571010108565,1.1425969179959574,0.05066841166668839,55313966.89019602,1176764.780898562,0.05862739135986459,-0.03203155938577459,-1.830300880883788,60937587.87058824,1119832.2153185739,0.10166728760487741,-0.04838058251243304,-2.101406852196344
PAK,792174187.2941185,45546776.69257643,888997582.6509808,52944181.475713976,0.12222488047431632,0.16241335436461812,0.7525543755467383,995964935.239216,60292671.9069366,0.12032355843900013,0.13879694097440057,0.8669035325583463,1111354840.8392162,67029380.86707476,0.11585739770274675,0.11173346191285821,1.036908690729594,1210262504.6431365,74510314.20580125,0.08899737524806409,0.11160677962342885,0.7974190774821127
PAN,66937340.9568629,1162966.5479354598,70705770.85490207,1305034.6184077398,0.05629787266972114,0.1221600661897665,0.46085332486859176,76429019.64313738,1480444.69834797,0.08094457805969187,0.1344102887893091,0.6022201037494544,83392142.50196081,1675053.9826560174,0.0911057461071157,0.13145326166199403,0.6930656946449609,99016767.53725491,2045008.3143367935,0.18736327628141602,0.22086113970736934,0.8483306593892597
PER,410152760.60784227,11658728.630710721,439124153.1843136,13042689.243565641,0.07063561521208833,0.11870596329083212,0.5950468978464846,466787429.29803836,14356051.074264789,0.06299648041020796,0.10069716499203332,0.6256033167884313,492168655.9215685,15633436.955107976,0.054374271950079725,0.08897891726876606,0.6110916340534808,517684769.2117646,16988293.395519823,0.05184424685155546,0.08666401663961483,0.5982211402356931
PHL,549771199.4117633,22622562.38761195,582754653.1568595,25136794.031095218,0.05999487383185476,0.11113823449372172,0.5398220882773148,618898323.7725487,27918138.53582605,0.06202210556345468,0.11064833889676613,0.5605335442163368,658011030.3568578,30307471.789883576,0.0631973057317302,0.08558354458308194,0.7384282345349712,672105674.3254858,33102826.50524028,0.021420072488730364,0.09223318707467291,0.2322382340684862
PNG,11336009.466666665,290081.37572423415,12316757.627450977,332403.8064572973,0.08651617340900995,0.14589847634098702,0.5929888754068168,12659327.815686274,364692.05988961866,0.02781334167620498,0.09713563083541077,0.2863351114003949,12966421.929411773,396006.0787918641,0.0242583269978186,0.08586427385263956,0.28251944504242577,13009200.866666678,478540.4149548602,0.0032992091023869977,0.20841684151615045,0.015829858462428233
POL,436003761.61568576,10535014.50591834,485801917.84313804,10708043.655696454,0.114214969253744,0.016424196633133138,6.954067331569443,546343484.062745,10963948.794626798,0.12462191686767975,0.023898402654924628,5.214654664042976,609097008.9098045,11168124.002981571,0.11486093762921595,0.018622415352289406,6.167886144537913,680628934.1176469,11495516.840394568,0.11743929811094339,0.0293149357336641,4.006125040761416
PRI,108726414.72156866,1284011.4576428682,123951698.00000001,1381294.1214545004,0.14003297466784798,0.0757646384170274,1.8482629574112357,128552634.3254904,1352007.4638090176,0.037118784169381726,-0.021202332791110414,-1.7506934041212987,141178946.29411718,1353027.1157983786,0.098219006050529,0.0007541763020215641,130.23348226038615,146605203.278431,1227116.1530851922,0.03843531296096608,-0.09305871348992907,-0.4130221826581086
PRK,88516079.21960783,7201727.011308156,107085821.72941178,7964650.869062964,0.2097894831483954,0.10593623676055264,1.9803373195385632,116657904.65098043,8183368.355065079,0.08938702404278806,0.027461026176511805,3.255050392808821,127341972.10588233,8352332.030701521,0.09158459931940936,0.020647203975837372,4.435690150907953,145447690.12941167,8610414.897901174,0.14218185665033356,0.03089949803851083,4.60142933303087
PRT,134866438.70196092,2895713.7077271263,150863069.9372547,3080594.474450215,0.11861091157485416,0.06384635547006601,1.8577553989039233,172165560.37647048,3261769.9737827824,0.14120414259152803,0.05881186272169143,2.400946612756206,186769418.8470587,3342346.56017787,0.08482450519519882,0.024703331946378894,3.4337272955453573,202358469.06274438,3503868.160862211,0.08346682402246584,0.04832580876225634,1.7271686943324478
PRY,140262726.643137,2009334.203173715,153631969.00392103,2273282.4163965266,0.09531571701724205,0.13136103133361748,0.725601162304891,165694727.76862773,2419381.1825286094,0.07851724379317714,0.06426775884875313,1.2217205827568773,176310899.7686276,2435770.7797983284,0.06407066865050803,0.006774293107706764,9.45791208496989,184737199.54509813,2255490.741127599,0.04779227936292269,-0.07401354846930867,-0.6457233891811146
PSE,80250566.99215677,2380194.550303614,90472730.21960793,2741933.1890645716,0.12737808106016515,0.15197860137727587,0.8381316837095921,105556640.78039229,3298149.501899933,0.16672328252027543,0.20285553092747607,0.8218818671494914,114242376.48627445,3736697.3108993475,0.08228507123443421,0.1329678381003604,0.6188343919100779,119788250.61568616,4157737.577031488,0.0485448071021003,0.11267711326363886,0.43083112174267796
QAT,76359914.09411764,449946.647206766,82481857.96862718,639982.7871043946,0.08017222055755488,0.42235260797554175,0.189822956088382,90791529.87450966,1260245.7459704073,0.10074545009695521,0.9691869396556672,0.10394841900443692,100873974.70588264,1701119.0137312727,0.11105050047409423,0.34983118901257365,0.31744025107522034,118934747.8156865,2084395.761073179,0.17904294108032814,0.22530860230714758,0.7946564811415914
REU,5355722.764705878,110503.23041700918,8019766.91372549,142599.85387330604,0.4974200992208965,0.29045868917291306,1.7125330305569795,10280355.623529417,155034.0228459189,0.2818771086644708,0.08719622520553273,3.232675588880713,12910564.019607825,168490.88238277903,0.25584799713138845,0.08679939596377684,2.947578082664988,15234890.184313724,207544.108256301,0.18003289098569553,0.23178242835004279,0.7767322668386493
ROU,205901250.09803918,5904630.484520042,225902470.08235294,5793634.450687692,0.09713986668264638,-0.01879813379064872,-5.167527147347433,260563447.01176494,5828276.589996183,0.15343336846549893,0.005979345021393225,25.66056447930947,290978263.3843135,5833145.674006518,0.11672710321173826,0.0008354243205773928,139.72193571173966,312445693.90980405,5913095.135391918,0.07377674976751483,0.013706062878159949,5.382782088726229
RUS,2169717147.149019,60451255.5333448,2352512194.725489,60974046.64818547,0.08424833062533556,0.00864814320609604,9.741782555814902,2574628588.058822,62018081.888094835,0.0944166809555057,0.0171226168722793,5.514150182754005,2852648703.682351,64347424.35992123,0.10798455237893019,0.03755908601026153,2.875058044528232,3081856325.2392163,66713889.57810511,0.08034905288582915,0.03677637825792802,2.18480058918004
RWA,54982318.490196064,1494931.6977409227,63678881.219607905,1922411.9081618479,0.15817017121536137,0.2859530044529226,0.5531334476375521,72755204.68235306,2297667.471945158,0.1425327092579383,0.19520039497784758,0.73018658222548,84174340.76078439,2710745.6327841636,0.15695284108246155,0.17978152447329634,0.8730198586438973,93343032.03921553,3145779.6660598107,0.10892501438755203,0.16048500752497039,0.6787239261001002
